org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,Consumer_Non_PAI,Consumer_PAI,Education_Non_PAI,Education_PAI,Employment_Non_PAI,Employment_PAI,Family_Non_PAI,Family_PAI,Health_Non_PAI,Health_PAI,Housing_Non_PAI,Housing_PAI,Income_Non_PAI,Income_PAI,Individual_Non_PAI,Individual_PAI,Juvenile_Non_PAI,Juvenile_PAI,Misc_Non_PAI,Misc_PAI,Total_PAI,Total_Non_PAI,Total_Consumer,Total_Education,Total_Employment,Total_Family,Total_Health,Total_Housing,Total_Income,Total_Individual,Total_Juvenile,Total_Misc,Total_case_closure,cases_closed_limited__c_Consumer_Non_PAI,cases_closed_limited__c_Consumer_PAI,cases_closed_limited__c_Education_Non_PAI,cases_closed_limited__c_Education_PAI,cases_closed_limited__c_Employment_Non_PAI,cases_closed_limited__c_Employment_PAI,cases_closed_limited__c_Family_Non_PAI,cases_closed_limited__c_Family_PAI,cases_closed_limited__c_Health_Non_PAI,cases_closed_limited__c_Health_PAI,cases_closed_limited__c_Housing_Non_PAI,cases_closed_limited__c_Housing_PAI,cases_closed_limited__c_Income_Non_PAI,cases_closed_limited__c_Income_PAI,cases_closed_limited__c_Individual_Non_PAI,cases_closed_limited__c_Individual_PAI,cases_closed_limited__c_Juvenile_Non_PAI,cases_closed_limited__c_Juvenile_PAI,cases_closed_limited__c_Misc_Non_PAI,cases_closed_limited__c_Misc_PAI,cases_closed_extended__c_Consumer_Non_PAI,cases_closed_extended__c_Consumer_PAI,cases_closed_extended__c_Education_Non_PAI,cases_closed_extended__c_Education_PAI,cases_closed_extended__c_Employment_Non_PAI,cases_closed_extended__c_Employment_PAI,cases_closed_extended__c_Family_Non_PAI,cases_closed_extended__c_Family_PAI,cases_closed_extended__c_Health_Non_PAI,cases_closed_extended__c_Health_PAI,cases_closed_extended__c_Housing_Non_PAI,cases_closed_extended__c_Housing_PAI,cases_closed_extended__c_Income_Non_PAI,cases_closed_extended__c_Income_PAI,cases_closed_extended__c_Individual_Non_PAI,cases_closed_extended__c_Individual_PAI,cases_closed_extended__c_Juvenile_Non_PAI,cases_closed_extended__c_Juvenile_PAI,cases_closed_extended__c_Misc_Non_PAI,cases_closed_extended__c_Misc_PAI,cases_closed_contested__c_Consumer_Non_PAI,cases_closed_contested__c_Consumer_PAI,cases_closed_contested__c_Education_Non_PAI,cases_closed_contested__c_Education_PAI,cases_closed_contested__c_Employment_Non_PAI,cases_closed_contested__c_Employment_PAI,cases_closed_contested__c_Family_Non_PAI,cases_closed_contested__c_Family_PAI,cases_closed_contested__c_Health_Non_PAI,cases_closed_contested__c_Health_PAI,cases_closed_contested__c_Housing_Non_PAI,cases_closed_contested__c_Housing_PAI,cases_closed_contested__c_Income_Non_PAI,cases_closed_contested__c_Income_PAI,cases_closed_contested__c_Individual_Non_PAI,cases_closed_contested__c_Individual_PAI,cases_closed_contested__c_Juvenile_Non_PAI,cases_closed_contested__c_Juvenile_PAI,cases_closed_contested__c_Misc_Non_PAI,cases_closed_contested__c_Misc_PAI,a_counsel_and_advice__c_Consumer_Non_PAI,a_counsel_and_advice__c_Consumer_PAI,a_counsel_and_advice__c_Education_Non_PAI,a_counsel_and_advice__c_Education_PAI,a_counsel_and_advice__c_Employment_Non_PAI,a_counsel_and_advice__c_Employment_PAI,a_counsel_and_advice__c_Family_Non_PAI,a_counsel_and_advice__c_Family_PAI,a_counsel_and_advice__c_Health_Non_PAI,a_counsel_and_advice__c_Health_PAI,a_counsel_and_advice__c_Housing_Non_PAI,a_counsel_and_advice__c_Housing_PAI,a_counsel_and_advice__c_Income_Non_PAI,a_counsel_and_advice__c_Income_PAI,a_counsel_and_advice__c_Individual_Non_PAI,a_counsel_and_advice__c_Individual_PAI,a_counsel_and_advice__c_Juvenile_Non_PAI,a_counsel_and_advice__c_Juvenile_PAI,a_counsel_and_advice__c_Misc_Non_PAI,a_counsel_and_advice__c_Misc_PAI,b_limited_action__c_Consumer_Non_PAI,b_limited_action__c_Consumer_PAI,b_limited_action__c_Education_Non_PAI,b_limited_action__c_Education_PAI,b_limited_action__c_Employment_Non_PAI,b_limited_action__c_Employment_PAI,b_limited_action__c_Family_Non_PAI,b_limited_action__c_Family_PAI,b_limited_action__c_Health_Non_PAI,b_limited_action__c_Health_PAI,b_limited_action__c_Housing_Non_PAI,b_limited_action__c_Housing_PAI,b_limited_action__c_Income_Non_PAI,b_limited_action__c_Income_PAI,b_limited_action__c_Individual_Non_PAI,b_limited_action__c_Individual_PAI,b_limited_action__c_Juvenile_Non_PAI,b_limited_action__c_Juvenile_PAI,b_limited_action__c_Misc_Non_PAI,b_limited_action__c_Misc_PAI,f_negotiated_settlement_w_o_litigation__c_Consumer_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Consumer_PAI,f_negotiated_settlement_w_o_litigation__c_Education_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Education_PAI,f_negotiated_settlement_w_o_litigation__c_Employment_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Employment_PAI,f_negotiated_settlement_w_o_litigation__c_Family_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Family_PAI,f_negotiated_settlement_w_o_litigation__c_Health_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Health_PAI,f_negotiated_settlement_w_o_litigation__c_Housing_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Housing_PAI,f_negotiated_settlement_w_o_litigation__c_Income_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Income_PAI,f_negotiated_settlement_w_o_litigation__c_Individual_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Individual_PAI,f_negotiated_settlement_w_o_litigation__c_Juvenile_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Juvenile_PAI,f_negotiated_settlement_w_o_litigation__c_Misc_Non_PAI,f_negotiated_settlement_w_o_litigation__c_Misc_PAI,g_negotiated_settlement_w_litigation__c_Consumer_Non_PAI,g_negotiated_settlement_w_litigation__c_Consumer_PAI,g_negotiated_settlement_w_litigation__c_Education_Non_PAI,g_negotiated_settlement_w_litigation__c_Education_PAI,g_negotiated_settlement_w_litigation__c_Employment_Non_PAI,g_negotiated_settlement_w_litigation__c_Employment_PAI,g_negotiated_settlement_w_litigation__c_Family_Non_PAI,g_negotiated_settlement_w_litigation__c_Family_PAI,g_negotiated_settlement_w_litigation__c_Health_Non_PAI,g_negotiated_settlement_w_litigation__c_Health_PAI,g_negotiated_settlement_w_litigation__c_Housing_Non_PAI,g_negotiated_settlement_w_litigation__c_Housing_PAI,g_negotiated_settlement_w_litigation__c_Income_Non_PAI,g_negotiated_settlement_w_litigation__c_Income_PAI,g_negotiated_settlement_w_litigation__c_Individual_Non_PAI,g_negotiated_settlement_w_litigation__c_Individual_PAI,g_negotiated_settlement_w_litigation__c_Juvenile_Non_PAI,g_negotiated_settlement_w_litigation__c_Juvenile_PAI,g_negotiated_settlement_w_litigation__c_Misc_Non_PAI,g_negotiated_settlement_w_litigation__c_Misc_PAI,h_agency_decision__c_Consumer_Non_PAI,h_agency_decision__c_Consumer_PAI,h_agency_decision__c_Education_Non_PAI,h_agency_decision__c_Education_PAI,h_agency_decision__c_Employment_Non_PAI,h_agency_decision__c_Employment_PAI,h_agency_decision__c_Family_Non_PAI,h_agency_decision__c_Family_PAI,h_agency_decision__c_Health_Non_PAI,h_agency_decision__c_Health_PAI,h_agency_decision__c_Housing_Non_PAI,h_agency_decision__c_Housing_PAI,h_agency_decision__c_Income_Non_PAI,h_agency_decision__c_Income_PAI,h_agency_decision__c_Individual_Non_PAI,h_agency_decision__c_Individual_PAI,h_agency_decision__c_Juvenile_Non_PAI,h_agency_decision__c_Juvenile_PAI,h_agency_decision__c_Misc_Non_PAI,h_agency_decision__c_Misc_PAI,ia_court_decision_uncontested__c_Consumer_Non_PAI,ia_court_decision_uncontested__c_Consumer_PAI,ia_court_decision_uncontested__c_Education_Non_PAI,ia_court_decision_uncontested__c_Education_PAI,ia_court_decision_uncontested__c_Employment_Non_PAI,ia_court_decision_uncontested__c_Employment_PAI,ia_court_decision_uncontested__c_Family_Non_PAI,ia_court_decision_uncontested__c_Family_PAI,ia_court_decision_uncontested__c_Health_Non_PAI,ia_court_decision_uncontested__c_Health_PAI,ia_court_decision_uncontested__c_Housing_Non_PAI,ia_court_decision_uncontested__c_Housing_PAI,ia_court_decision_uncontested__c_Income_Non_PAI,ia_court_decision_uncontested__c_Income_PAI,ia_court_decision_uncontested__c_Individual_Non_PAI,ia_court_decision_uncontested__c_Individual_PAI,ia_court_decision_uncontested__c_Juvenile_Non_PAI,ia_court_decision_uncontested__c_Juvenile_PAI,ia_court_decision_uncontested__c_Misc_Non_PAI,ia_court_decision_uncontested__c_Misc_PAI,ib_court_decision_contested__c_Consumer_Non_PAI,ib_court_decision_contested__c_Consumer_PAI,ib_court_decision_contested__c_Education_Non_PAI,ib_court_decision_contested__c_Education_PAI,ib_court_decision_contested__c_Employment_Non_PAI,ib_court_decision_contested__c_Employment_PAI,ib_court_decision_contested__c_Family_Non_PAI,ib_court_decision_contested__c_Family_PAI,ib_court_decision_contested__c_Health_Non_PAI,ib_court_decision_contested__c_Health_PAI,ib_court_decision_contested__c_Housing_Non_PAI,ib_court_decision_contested__c_Housing_PAI,ib_court_decision_contested__c_Income_Non_PAI,ib_court_decision_contested__c_Income_PAI,ib_court_decision_contested__c_Individual_Non_PAI,ib_court_decision_contested__c_Individual_PAI,ib_court_decision_contested__c_Juvenile_Non_PAI,ib_court_decision_contested__c_Juvenile_PAI,ib_court_decision_contested__c_Misc_Non_PAI,ib_court_decision_contested__c_Misc_PAI,ic_court_decision_appeals__c_Consumer_Non_PAI,ic_court_decision_appeals__c_Consumer_PAI,ic_court_decision_appeals__c_Education_Non_PAI,ic_court_decision_appeals__c_Education_PAI,ic_court_decision_appeals__c_Employment_Non_PAI,ic_court_decision_appeals__c_Employment_PAI,ic_court_decision_appeals__c_Family_Non_PAI,ic_court_decision_appeals__c_Family_PAI,ic_court_decision_appeals__c_Health_Non_PAI,ic_court_decision_appeals__c_Health_PAI,ic_court_decision_appeals__c_Housing_Non_PAI,ic_court_decision_appeals__c_Housing_PAI,ic_court_decision_appeals__c_Income_Non_PAI,ic_court_decision_appeals__c_Income_PAI,ic_court_decision_appeals__c_Individual_Non_PAI,ic_court_decision_appeals__c_Individual_PAI,ic_court_decision_appeals__c_Juvenile_Non_PAI,ic_court_decision_appeals__c_Juvenile_PAI,ic_court_decision_appeals__c_Misc_Non_PAI,ic_court_decision_appeals__c_Misc_PAI,k_other_closure_methods__c_Consumer_Non_PAI,k_other_closure_methods__c_Consumer_PAI,k_other_closure_methods__c_Education_Non_PAI,k_other_closure_methods__c_Education_PAI,k_other_closure_methods__c_Employment_Non_PAI,k_other_closure_methods__c_Employment_PAI,k_other_closure_methods__c_Family_Non_PAI,k_other_closure_methods__c_Family_PAI,k_other_closure_methods__c_Health_Non_PAI,k_other_closure_methods__c_Health_PAI,k_other_closure_methods__c_Housing_Non_PAI,k_other_closure_methods__c_Housing_PAI,k_other_closure_methods__c_Income_Non_PAI,k_other_closure_methods__c_Income_PAI,k_other_closure_methods__c_Individual_Non_PAI,k_other_closure_methods__c_Individual_PAI,k_other_closure_methods__c_Juvenile_Non_PAI,k_other_closure_methods__c_Juvenile_PAI,k_other_closure_methods__c_Misc_Non_PAI,k_other_closure_methods__c_Misc_PAI,l_extensive_services__c_Consumer_Non_PAI,l_extensive_services__c_Consumer_PAI,l_extensive_services__c_Education_Non_PAI,l_extensive_services__c_Education_PAI,l_extensive_services__c_Employment_Non_PAI,l_extensive_services__c_Employment_PAI,l_extensive_services__c_Family_Non_PAI,l_extensive_services__c_Family_PAI,l_extensive_services__c_Health_Non_PAI,l_extensive_services__c_Health_PAI,l_extensive_services__c_Housing_Non_PAI,l_extensive_services__c_Housing_PAI,l_extensive_services__c_Income_Non_PAI,l_extensive_services__c_Income_PAI,l_extensive_services__c_Individual_Non_PAI,l_extensive_services__c_Individual_PAI,l_extensive_services__c_Juvenile_Non_PAI,l_extensive_services__c_Juvenile_PAI,l_extensive_services__c_Misc_Non_PAI,l_extensive_services__c_Misc_PAI
Acadiana Legal Service Corporation,619051,2008,LA,LA-10,Basic Field,384,30,9,0,121,1,2488,178,77,0,263,17,412,2,20,0,15,0,368,116,344,4157,414,9,122,2666,77,280,414,20,15,484,4501,376,22,9,0,121,1,2172,90,77,0,243,15,306,2,18,0,15,0,358,85,8,8,0,0,0,0,316,88,0,0,20,2,106,0,2,0,0,0,10,31,1,1,0,0,0,0,36,1,0,0,15,0,106,0,1,0,0,0,1,1,357,18,7,0,113,1,1928,22,69,0,231,12,302,1,18,0,14,0,287,41,19,4,2,0,8,0,244,68,8,0,12,3,4,1,0,0,1,0,71,44,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,0,0,6,6,0,0,0,0,260,86,0,0,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,33,1,0,0,11,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,0,3,0,0,0,0,0,0,0,9,8
Acadiana Legal Service Corporation,619051,2009,LA,LA-10,Basic Field,360,58,10,0,125,13,1446,414,58,2,204,36,367,3,16,2,9,4,373,49,581,2968,418,10,138,1860,60,240,370,18,13,422,3549,351,47,9,0,125,13,1179,308,58,2,193,24,260,3,15,2,7,2,351,40,9,11,1,0,0,0,267,106,0,0,11,12,107,0,1,0,2,2,22,9,1,2,0,0,0,0,46,3,0,0,6,2,104,0,0,0,0,0,1,0,329,29,9,0,120,11,1112,33,58,0,178,9,255,2,14,1,6,0,289,15,22,18,0,0,5,2,67,275,0,2,15,15,5,1,1,1,1,2,62,25,2,3,0,0,0,0,1,0,0,0,2,7,1,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,3,4,0,0,0,0,209,102,0,0,0,1,0,0,1,0,2,2,4,7,1,1,0,0,0,0,43,3,0,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,0,11,1,0,0,3,2,2,0,0,0,0,0,14,0
Acadiana Legal Service Corporation,619051,2010,LA,LA-10,Basic Field,356,24,5,0,108,4,1921,365,30,1,229,9,437,0,23,3,174,2,320,31,439,3603,380,5,112,2286,31,238,437,26,176,351,4042,346,9,5,0,107,4,1508,252,29,1,206,6,348,0,22,3,34,0,310,24,10,15,0,0,1,0,413,113,1,0,23,3,89,0,1,0,140,2,10,7,2,0,0,0,0,0,102,0,1,0,8,1,87,0,1,0,118,2,1,0,333,1,2,0,103,0,1463,33,25,1,185,1,331,0,18,1,5,0,262,1,13,8,3,0,4,4,45,219,4,0,21,5,17,0,4,2,29,0,48,23,3,3,0,0,0,0,1,0,0,0,8,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,58,0,0,0,4,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,0,1,0,0,0,0,0,4,10,0,0,0,0,294,112,0,0,0,0,0,0,0,0,19,0,4,6,1,0,0,0,0,0,43,0,0,0,4,1,0,0,0,0,111,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0,15,1,0,0,6,1,0,0,0,0,1,0,3,1
Acadiana Legal Service Corporation,619051,2011,LA,LA-10,Basic Field,294,19,9,4,103,2,1706,411,42,1,217,10,585,2,66,1,150,2,228,43,495,3400,313,13,105,2117,43,227,587,67,152,271,3895,283,5,9,3,102,1,1282,265,40,0,196,7,493,1,65,1,2,0,220,30,11,14,0,1,1,1,424,146,2,1,21,3,92,1,1,0,148,2,8,13,3,3,0,0,0,0,156,3,2,1,15,0,89,0,0,0,144,2,2,2,275,2,6,1,100,0,1245,39,40,0,174,3,480,1,65,1,2,0,156,8,8,3,3,2,2,1,37,226,0,0,22,4,13,0,0,0,0,0,64,22,1,4,0,1,0,1,1,2,0,0,2,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,97,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,88,0,0,0,0,0,0,1,4,5,0,0,0,0,229,135,0,0,2,2,0,0,1,0,4,0,4,6,3,2,0,0,0,0,59,0,0,1,10,0,0,0,0,0,144,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,38,6,0,0,1,0,0,1,0,0,0,0,2,3
Acadiana Legal Service Corporation,619051,2012,LA,LA-10,Basic Field,304,16,7,0,100,2,1548,315,33,0,198,8,494,0,106,1,267,7,285,29,378,3342,320,7,102,1863,33,206,494,107,274,314,3720,296,5,7,0,100,1,1188,171,31,0,189,7,438,0,106,0,10,0,281,24,8,11,0,0,0,1,360,144,2,0,9,1,56,0,0,1,257,7,4,5,1,0,0,0,0,0,162,25,2,0,5,0,55,0,0,0,256,6,1,2,287,0,7,0,98,0,1150,10,29,0,173,0,418,0,106,0,4,0,198,3,9,5,0,0,2,1,38,161,2,0,16,7,20,0,0,0,6,0,83,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,22,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,54,0,0,0,0,0,0,1,5,7,0,0,0,0,164,112,0,0,3,0,0,0,0,0,1,1,3,3,1,0,0,0,0,0,52,3,1,0,4,0,1,0,0,0,256,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,34,7,0,0,1,1,1,0,0,0,0,0,0,0
Acadiana Legal Service Corporation,619051,2013,LA,LA-10,Basic Field,250,11,4,1,78,0,1371,265,30,0,231,7,386,0,71,0,387,42,257,11,337,3065,261,5,78,1636,30,238,386,71,429,268,3402,245,2,4,0,78,0,1021,140,30,0,208,4,317,0,69,0,27,8,248,7,5,9,0,1,0,0,350,125,0,0,23,3,69,0,2,0,360,34,9,4,1,2,0,0,0,0,111,40,0,0,13,1,66,0,1,0,360,34,1,0,242,1,4,0,76,0,976,16,27,0,193,0,306,0,68,0,11,0,169,0,3,1,0,0,2,0,45,124,3,0,15,4,11,0,1,0,16,8,79,7,0,1,0,1,0,0,2,1,0,0,8,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,70,23,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,3,4,0,0,0,0,211,78,0,0,0,2,0,0,0,0,0,0,6,3,0,1,0,0,0,0,40,17,0,0,10,0,10,0,1,0,360,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,25,6,0,0,2,0,0,0,1,0,0,0,2,1
Acadiana Legal Service Corporation,619051,2014,LA,LA-10,Basic Field,205,15,3,0,65,5,1342,226,37,0,173,7,391,0,36,0,468,60,223,15,328,2943,220,3,70,1568,37,180,391,36,528,238,3271,203,2,3,0,64,0,1071,150,37,0,152,1,310,0,34,0,16,1,222,8,2,13,0,0,1,5,271,76,0,0,21,6,81,0,2,0,452,59,1,7,1,0,0,0,0,0,88,17,0,0,6,1,76,0,0,0,451,56,0,0,186,0,3,0,52,0,1017,5,33,0,132,0,285,0,15,0,5,0,147,0,17,2,0,0,12,0,54,145,4,0,20,1,25,0,19,0,11,1,75,8,0,2,0,0,0,1,0,0,0,0,6,1,3,0,2,0,0,0,1,1,0,0,0,0,0,0,43,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,5,0,0,0,0,172,55,0,0,3,0,2,0,0,0,1,3,0,5,1,0,0,0,0,0,45,6,0,0,3,1,6,0,0,0,451,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,4,11,4,0,0,6,4,0,0,0,0,0,0,0,1
Acadiana Legal Service Corporation,619051,2015,LA,LA-10,Basic Field,182,19,5,0,68,1,1161,361,40,0,240,7,297,0,39,1,510,135,200,17,541,2742,201,5,69,1522,40,247,297,40,645,217,3283,173,3,4,0,67,1,908,224,38,0,225,2,248,0,39,0,8,0,191,8,9,16,1,0,1,0,253,137,2,0,15,5,49,0,0,1,502,135,9,9,1,0,0,0,0,0,91,41,0,0,8,0,42,0,0,0,501,132,0,0,165,1,4,0,63,0,808,6,31,0,202,0,178,0,14,0,1,0,126,0,8,2,0,0,4,1,100,218,7,0,23,2,70,0,25,0,7,0,65,8,1,3,0,0,0,0,2,1,2,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,51,38,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,6,2,0,0,0,0,143,87,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,40,3,0,0,4,0,0,0,0,0,501,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11,1,0,0,0,13,8,0,0,3,5,0,0,0,1,0,1,8,4
Acadiana Legal Service Corporation,619051,2016,LA,LA-10,Basic Field,208,14,3,0,33,3,1013,303,43,0,223,5,345,0,28,0,362,203,233,27,555,2491,222,3,36,1316,43,228,345,28,565,260,3046,204,2,2,0,33,1,821,204,43,0,210,0,293,0,28,0,2,2,215,16,4,12,1,0,0,2,192,99,0,0,13,5,52,0,0,0,360,201,18,11,0,0,0,0,0,0,61,30,0,0,5,0,48,0,0,0,349,195,0,0,194,0,2,0,31,0,740,44,18,0,187,0,201,0,27,0,1,0,164,0,10,2,0,0,2,1,81,160,25,0,23,0,92,0,1,0,1,2,51,16,0,2,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,37,28,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,6,0,0,0,0,123,57,0,0,0,0,0,0,0,0,10,5,0,2,0,0,0,0,0,0,24,2,0,0,1,0,0,0,0,0,349,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,2,7,12,0,0,6,5,1,0,0,0,0,1,18,9
Acadiana Legal Service Corporation,619051,2017,LA,LA-10,Basic Field,218,15,1,0,20,1,831,370,29,0,196,0,602,0,35,2,462,74,245,21,483,2639,233,1,21,1201,29,196,602,37,536,266,3122,214,5,1,0,20,0,623,237,29,0,185,0,531,0,35,1,5,1,238,13,4,10,0,0,0,1,208,133,0,0,11,0,71,0,0,1,457,73,7,8,0,0,0,0,0,0,74,27,0,0,3,0,59,0,0,0,451,71,0,0,197,2,0,0,17,0,590,10,15,0,159,0,315,0,35,0,4,0,111,2,17,3,1,0,3,0,33,227,14,0,26,0,216,0,0,1,1,1,127,11,1,3,0,0,0,0,2,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,3,0,0,0,0,108,98,0,0,0,0,0,0,0,1,6,2,0,2,0,0,0,0,0,0,57,2,0,0,1,0,3,0,0,0,450,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,24,8,0,0,7,0,0,0,0,0,0,0,7,6
